,text,target,T,A,polarity
1286,"If you're interested in music, journalism, and nightlife then somewhere like LOCATION1 or LOCATION2 is the place for you",,LOCATION1,nightlife,Positive
1287,If you're looking at buying a flat in LOCATION1 you will have to bring a lot of money,,LOCATION1,price,Negative
1288,"If your budget could stretch to 135,000-140,000 that would open up a choice of one-bedroom flats in LOCATION1 (CR0) and South LOCATION1 (CR2), which as locations boast very good places to go out and are definitely English style communities with the variety of pubs, good shops, trees all over and a mixture of building designs",,LOCATION1,price,Negative
1289,"If your budget won't stretch to those, you could try a bit further down the road in LOCATION1",,LOCATION1,price,Positive
1290,"If your office is in LOCATION1, and you don't want to commute too far, you could probably get quite a nice property for around 450,000. If you're renting, expect to pay around 300.00 per week for a three bed property, if not more",,LOCATION1,price,Positive
1291,If your poor you cant live in LOCATION1 without paying a hell of a lot for one tiny bedroom,,LOCATION1,price,Negative
1292,"Illegitimate children were very often given up for fostering, and if this were the case you may be lucky enough to find some reference within the Quarter Session records (including Poor Law Union records), which for LOCATION1 at that time are held at the London Metropolitan Archives",,LOCATION1,price,Negative
1293,Im probably going to be the oldest one answering you question and Ive lived a 10 minute walk from LOCATION1 for most of my life,,LOCATION1,price,Negative
1294,In LOCATION1,,LOCATION1,price,Negative
1295,In LOCATION1 they are called bricks,,LOCATION1,price,Negative
1296,In LOCATION1 we have tree-lined streets with large white-painted houses set back off the road behind iron railings just like in Oliver Twist and Mary Poppins lol,,LOCATION1,price,Negative
1297,"In LOCATION1 you've got the big three: the VandA, the Natural History Museum, and the Science Museum",,LOCATION1,touristy,Positive
1298,"In LOCATION1, you actually have to rent sun chairs",,LOCATION1,touristy,Positive
1299,In LOCATION2 LOCATION1 has some nice streets,,LOCATION1,general,Positive
1300,"In North and LOCATION1, my patch, you want to be looking for somewhere in zone 2 or 3 on the tube to be within easy reach of the centre",,LOCATION1,general,Positive
1301,"In West London the areas of LOCATION2 and LOCATION1 are very nicelots of green space, nice housing, good transportation links, but it's expensive",,LOCATION2,price,Negative
1302,In a massive flat which was like behind LOCATION1 by the Royal Standard part,,LOCATION2,price,Negative
1303,"In contrast, LOCATION1 is lovely - leafy, EXTREMELY highly sought after - house prices through the roof",,LOCATION1,price,Negative
1304,"In early times, the area was entirely rural, and it fell within the northern part of the parish of LOCATION1",,LOCATION1,price,Negative
1305,In fact I can't think of any where better fo you lo live then LOCATION1,,LOCATION1,live,Positive
1306,In fact I've never once even seen a fight on the streets in LOCATION1 and I go out all the time during the week ,,LOCATION1,safety,Positive
1307,In fact LOCATION1 and LOCATION2 are two of the cheapest London boroughs there are,,LOCATION2,price,Positive
1308,"In fact the only people I know who have been mugged have been two people living in LOCATION1, one of the most expensive areas of London, and LOCATION2, another ridiculously expensive area",,LOCATION2,price,Negative
1309,"In general , LOCATION1 is a good choice , do some more research and you might be able to find a good house share or a 1 bed flat too for a decent rental price",,LOCATION1,general,Positive
1310,"In general, West London or LOCATION1 are a bit 'safer' than LOCATION2 or South London",,LOCATION1,general,Positive
1311,"In living and working in the LOCATION1 I can say im pretty happy with where i live, however i do live right on the river",,LOCATION1,live,Positive
1312,In my first year I lived in LOCATION2/LOCATION1 - it is definitely a safe and central area and relatively affordable ,,LOCATION2,safety,Positive
1313,In the early 21st century redevelopment is spreading into the more suburban parts of LOCATION1,,LOCATION2,safety,Positive
1314,In the oldest parts the London and the LOCATION1 this layer can be up to 6 metres deep,,LOCATION2,safety,Positive
1315,Inner LOCATION1,,LOCATION2,safety,Positive
1316,Inner suburbs like LOCATION1 and LOCATION2 are also worth considering especially if you plan to go out at night and want a taxi ride home that wo n't cost a fortune,,LOCATION1,general,Positive
1317,"Is LOCATION2, LOCATION1 in London a good and safe area",,LOCATION1,general,Positive
1318,Is it because LOCATION1 is a ` poor and more multicultural area ',,LOCATION1,multicultural,Positive
1319,"Is it in LOCATION1, London or London, London",,LOCATION1,multicultural,Positive
1320,"It 's a very nice locale , pretty much matches the description of what you are looking for , and you can probably find a place round there that is suitably expensive LOCATION1 is okay",,LOCATION1,general,Positive
1321,It 's actually quite good LOCATION1 is a very very desirable area - amazing that you can afford to live there as a student,,LOCATION1,price,Negative
1322,It 's similar to LB LOCATION2 on the opposite side To be honest LOCATION1 is n't the safest place in the world but it does n't get any nicer down South,,LOCATION1,safety,Negative
1323,"It 's true there are more ` upmarket ' areas of London , but for me the LOCATION1 has the right mix of the rough and the smooth",,LOCATION1,general,Positive
1324,"It also depends on how far you need to travel for work , not that that 's much of an issue in London LOCATION1 is undoubtedly the nicest area , but im prob a bit biased",,LOCATION1,general,Positive
1325,"It boosts exciting things like Royal observatory , rolling slopes , tennis courts , deer enclosure etc If you like parks and you are fond of recreation then LOCATION1 is definitely the right place to be",,LOCATION1,green-nature,Positive
1326,It comes under the Kent County Council - even though London Red Buses run to and from LOCATION1,,LOCATION1,green-nature,Positive
1327,"It depends what you mean by bad , even LOCATION2 and LOCATION1 have areas I am wary of at night for safety reasons",,LOCATION1,safety,Negative
1328,It depends where in LOCATION1 and what kind of accommodation,,LOCATION1,safety,Negative
1329,It does n't matter which side LOCATION1 is safe i go to school there and ive never had a problem in LOCATION1,,LOCATION1,safety,Positive
1330,"It has a large Jewish community going up towards LOCATION1, so plenty of matzos, salt beef and bagels",,LOCATION1,multicultural,Positive
1331,It has mainly Muslim immigrants in LOCATION1 now i live there ,,LOCATION1,multicultural,Positive
1332,"It is OK To be honest, LOCATION1 has got a lot better than it used to be - really cleaned up it's act",,LOCATION1,general,Positive
1333,It is a matter of personal opinion because all the areas you mention are good areas but my preference would be for Kensingtonand andLOCATION2 and LOCATION1,,LOCATION1,general,Positive
1334,It is a very big place and LOCATION1 costs more than LOCATION1,,LOCATION1,price,Negative
1335,It is in LOCATION1,,LOCATION1,price,Negative
1336,"It is named after Bec Abbey in Northern France, who was given land in this area (then part of the LOCATION1 parish) ",,LOCATION1,price,Negative
1337,"It is not far from LOCATION1, a gritty inner London area not safe for teenagers, however it is also close to affluent areas and open spaces",,LOCATION1,price,Negative
1338,It is situated just to the north of the A4 'above' LOCATION1 and just to the south of the M4 'below' LOCATION2 Service Area,,LOCATION1,price,Negative
1339,It is the ancient boundary between LOCATION1 and Essex and also formed the western boundary of the Viking controlled Danelaw,,LOCATION1,price,Negative
1340,"It is where most of the landmarks are located: Big Ben, Houses of Parliament, Buckingham Palace etc  It also contains the main shopping areas of Oxford and Regent Streets and the main financial district ""The London"" (there is another one at LOCATION2 in LOCATION1)",,LOCATION1,price,Negative
1341,"It really depends where you want to live in LOCATION1 becuase LOCATION1 postcodes begin with EN, N and NW ",,LOCATION1,price,Negative
1342,It was a series of Hamlets and now you see LOCATION2 / LOCATION1 etc  which are areas of London that used to be hamlets,,LOCATION1,price,Negative
1343,"It works LOCATION1 has great bars , shops , cafes , restaurants etc and is a really easy commute to most places in Central London",,LOCATION1,transit-location,Positive
1344,It's also got excellent transport infrastructure connecting LOCATION1 to central London ,,LOCATION1,transit-location,Positive
1345,It's also got very good links to LOCATION1 and the London,,LOCATION1,transit-location,Positive
1346,"It's an entire borough, whereas LOCATION1 is just a neighbourhood in and of itself I lived in LOCATION1 in my first year of university",,LOCATION1,transit-location,Positive
1347,It's close to everything and 5 different tube lines converge at LOCATION1 station  ,,LOCATION1,transit-location,Positive
1348,It's difficult to suggest where to live without knowing what you want to be close to - are you working in LOCATION1,,LOCATION1,transit-location,Positive
1349,It's in LOCATION1,,LOCATION1,transit-location,Positive
1350,It's like a country village LOCATION1 is where I live,,LOCATION1,transit-location,Positive
1351,It's the train stop before LOCATION1 which is where all the London Boys alight to work in the financial district,,LOCATION1,transit-location,Positive
1352,"Its London: London, borough: LOCATION1, area: LOCATION2",,LOCATION1,transit-location,Positive
1353,Its not Chiswig but LOCATION1,,LOCATION1,transit-location,Positive
1354,Its shopping area LOCATION1 is full of interesting shops and restaurants,,LOCATION1,shopping,Positive
1355,Jack Straw lives in LOCATION1,,LOCATION1,shopping,Positive
1356,John - LOCATION1,,LOCATION1,shopping,Positive
1357,Just going for walks around the lake in LOCATION2 and the LOCATION1  made me think that it is a perfect place for me to live,,LOCATION1,live,Positive
1358,Just living in LOCATION1 does not mean you will automatically become a victim of crime,,LOCATION1,safety,Positive
1359,"Just looking briefly, it shows me that the closer to the centre, the more dangerous the area, with LOCATION1 having the most crime",,LOCATION1,safety,Negative
1360,Just saying LOCATION1 is a bit like saying '' Is Dublin nice '',,LOCATION1,safety,Negative
1361,Just stay away from LOCATION1/LOCATION2 Lane,,LOCATION1,general,Negative
1362,Just stay away from LOCATION1/LOCATION2/ ,,LOCATION1,general,Negative
1363,Just stay away from LOCATION2 and LOCATION1 - gang and crime capitals,,LOCATION1,price,Negative
1364,Just tell them you live in LOCATION1,,LOCATION1,price,Negative
1365,Jusy north of LOCATION1 is LOCATION2,,LOCATION1,price,Negative
1366,Keep up to date with the news though  just been listening to the news and yes LOCATION1 could be flooded My husband and I are moving to London at the end of the year,,LOCATION1,price,Negative
1367,Kings Rd LOCATION1 - yeah I lived there,,LOCATION1,price,Negative
1368,"Kitty, Tadgh, Patrick and Alice all moved to the LOCATION2 and LOCATION1 areas of London",,LOCATION1,price,Negative
1369,Know people in LOCATION1's affordable and decent and close to decent places  ,,LOCATION1,price,Positive
1370,LB LOCATION1 is closer to the centre,,LOCATION1,transit-location,Positive
